x,y,z,gene
4566.0,2714.0,31,CG32204
4694.0,2438.0,32,CG32204
4712.0,2529.0,33,CG32204
4515.0,2593.0,37,CG32204
4673.0,2831.0,11,alrm
4610.0,2835.0,11,alrm
5423.0,2591.0,12,alrm
4862.0,2723.0,12,alrm
4810.0,2492.0,12,alrm
4775.0,2760.0,12,alrm
4773.0,2509.0,12,alrm
4714.0,2785.0,12,alrm
4661.0,2714.0,12,alrm
4657.0,2750.0,12,alrm
4612.0,2884.0,12,alrm
4605.0,2870.0,12,alrm
4922.0,2388.0,13,alrm
4887.0,2471.0,13,alrm
4794.0,2515.0,13,alrm
4776.0,2273.0,13,alrm
4771.0,2408.0,13,alrm
4763.0,2235.0,13,alrm
4751.0,2579.0,13,alrm
4741.0,2236.0,13,alrm
4739.0,2264.0,13,alrm
4737.0,2241.0,13,alrm
4736.0,2276.0,13,alrm
4701.0,2617.0,13,alrm
4684.0,2639.0,13,alrm
4666.0,2755.0,13,alrm
4661.0,2785.0,13,alrm
4608.0,2857.0,13,alrm
4597.0,2841.0,13,alrm
5391.0,2309.0,14,alrm
4970.0,2409.0,14,alrm
4804.0,2436.0,14,alrm
4803.0,2422.0,14,alrm
4779.0,2502.0,14,alrm
4767.0,2316.0,14,alrm
4760.0,2154.0,14,alrm
4758.0,2153.0,14,alrm
4752.0,2215.0,14,alrm
4746.0,2309.0,14,alrm
4734.0,2261.0,14,alrm
4730.0,2439.0,14,alrm
4724.0,2296.0,14,alrm
4720.0,2291.0,14,alrm
4704.0,2399.0,14,alrm
4701.0,2525.0,14,alrm
4698.0,2222.0,14,alrm
4685.0,2209.0,14,alrm
4650.0,2793.0,14,alrm
4648.0,2848.0,14,alrm
4640.0,2834.0,14,alrm
4533.0,2754.0,14,alrm
4923.0,2187.0,15,alrm
4827.0,2462.0,15,alrm
4803.0,2521.0,15,alrm
4751.0,2299.0,15,alrm
4745.0,2322.0,15,alrm
4745.0,2213.0,15,alrm
4687.0,2609.0,15,alrm
4685.0,2578.0,15,alrm
4676.0,2633.0,15,alrm
4650.0,2747.0,15,alrm
4648.0,2778.0,15,alrm
4637.0,2823.0,15,alrm
4578.0,2808.0,15,alrm
4873.0,2210.0,16,alrm
4842.0,2449.0,16,alrm
4822.0,2715.0,16,alrm
4818.0,2433.0,16,alrm
4809.0,2423.0,16,alrm
4805.0,2422.0,16,alrm
4756.0,2329.0,16,alrm
4750.0,2221.0,16,alrm
4749.0,2218.0,16,alrm
4733.0,2214.0,16,alrm
4719.0,2558.0,16,alrm
4685.0,2604.0,16,alrm
4656.0,2700.0,16,alrm
4625.0,2820.0,16,alrm
4592.0,2838.0,16,alrm
4826.0,2441.0,17,alrm
4815.0,2438.0,17,alrm
4749.0,2194.0,17,alrm
4746.0,2226.0,17,alrm
4740.0,2148.0,17,alrm
4732.0,2221.0,17,alrm
4725.0,2206.0,17,alrm
4714.0,2823.0,17,alrm
4585.0,2750.0,17,alrm
4581.0,2809.0,17,alrm
4552.0,2822.0,17,alrm
4905.0,2446.0,18,alrm
4884.0,2505.0,18,alrm
4883.0,2274.0,18,alrm
4810.0,2435.0,18,alrm
4801.0,2519.0,18,alrm
4788.0,2379.0,18,alrm
4772.0,2311.0,18,alrm
4743.0,2151.0,18,alrm
4718.0,2177.0,18,alrm
4578.0,2743.0,18,alrm
4828.0,2405.0,19,alrm
4818.0,2365.0,19,alrm
4816.0,2401.0,19,alrm
4745.0,2232.0,19,alrm
4732.0,2234.0,19,alrm
4726.0,2667.0,19,alrm
4680.0,2847.0,19,alrm
4676.0,2597.0,19,alrm
4655.0,2825.0,19,alrm
4537.0,2805.0,19,alrm
4870.0,2468.0,20,alrm
4850.0,2329.0,20,alrm
4846.0,2398.0,20,alrm
4825.0,2408.0,20,alrm
4741.0,2237.0,20,alrm
4736.0,2233.0,20,alrm
4730.0,2236.0,20,alrm
4728.0,2240.0,20,alrm
4670.0,2604.0,20,alrm
4670.0,2602.0,20,alrm
4650.0,2800.0,20,alrm
4646.0,2825.0,20,alrm
4965.0,2520.0,21,alrm
4837.0,2419.0,21,alrm
4836.0,2425.0,21,alrm
4825.0,2418.0,21,alrm
4795.0,2540.0,21,alrm
4785.0,2535.0,21,alrm
4770.0,2210.0,21,alrm
4739.0,2253.0,21,alrm
4734.0,2254.0,21,alrm
4646.0,2809.0,21,alrm
4805.0,2321.0,22,alrm
4777.0,2415.0,22,alrm
4674.0,2616.0,22,alrm
4668.0,2608.0,22,alrm
4664.0,2623.0,22,alrm
4650.0,2771.0,22,alrm
4555.0,2472.0,22,alrm
4535.0,2751.0,22,alrm
4685.0,2604.0,23,alrm
4670.0,2618.0,23,alrm
4539.0,2744.0,23,alrm
4520.0,2346.0,23,alrm
4833.0,2415.0,24,alrm
4787.0,2238.0,24,alrm
4771.0,2540.0,24,alrm
4740.0,2416.0,24,alrm
4594.0,2799.0,24,alrm
4549.0,2757.0,24,alrm
5446.0,2504.0,25,alrm
4843.0,2699.0,25,alrm
4688.0,2753.0,25,alrm
4649.0,2714.0,25,alrm
4593.0,2749.0,25,alrm
4864.0,2671.0,26,alrm
4802.0,2528.0,26,alrm
4780.0,2542.0,26,alrm
4723.0,2774.0,26,alrm
4705.0,2602.0,26,alrm
4625.0,2808.0,26,alrm
4611.0,2442.0,27,alrm
4579.0,2447.0,27,alrm
4538.0,2468.0,27,alrm
4550.0,2464.0,28,alrm
4548.0,2768.0,28,alrm
